,material_id,energy_per_atom,Space Group,a,b,c,alpha,beta,gamma,C
2797,C-126149-3704-36,-154.28699500000002,63,2.47546,3.72241,4.24799,64.03576,89.99166,89.98981,6.0
2798,C-13909-5753-23,-154.31147483333334,12,3.68857,2.4821800000000005,4.89504,120.45332,66.95395,109.67847,6.0
2799,C-142755-3271-27,-154.54808375,227,2.48798,4.3045,4.30592,70.56437,89.96872,90.00054,8.0
2800,C-142775-4731-5,-154.0746775,1,2.48233,5.88247,5.92628,65.62278,89.93735,102.15051000000001,12.0
2801,C-152575-7588-8,-154.084959,1,2.51706,4.78419,5.08736,88.87793000000002,89.55411,101.28506,10.0
2802,C-72722-2079-30,-154.1055842857143,1,2.45768,4.72466,7.48891,68.98302,81.26338,85.89200999999998,14.0
2803,C-152558-909-12,-154.124442,2,4.582910000000001,4.06641,4.96104,124.08225,103.99814,89.00259000000001,10.0
2804,C-106833-6336-9,-154.41080125,65,2.47522,5.395010000000001,4.86244,95.76468,59.38116,62.69167000000001,8.0
2805,C-145321-8105-44,-154.078561875,1,2.4524700000000004,5.93252,8.26664,63.10143,90.14879,82.68195,16.0
2806,C-184064-8186-12,-154.13514999999998,2,3.48358,3.61922,3.91524,72.80272,81.14024,100.62215,6.0
2807,C-150713-29-34,-154.17328708333335,1,3.37322,6.9290899999999995,6.14962,80.38885,76.58602,77.57635,24.0
2808,C-145329-3191-55,-154.19775833333333,1,2.50315,4.28183,6.65464,73.69511,85.11563000000001,87.0461,12.0
2809,C-184058-8674-38,-154.126135,1,2.46785,3.33561,5.7778,78.83437,64.28012000000001,69.31169000000001,6.0
2810,C-92114-1640-12,-154.31117816666668,12,2.48199,3.68809,4.21977,74.99996,89.99369,70.35523000000002,6.0
2811,C-13681-3389-7,-154.36396625,10,2.48821,4.69561,4.7628,103.58906,58.499,89.99765,8.0
2812,C-126157-7089-31,-154.27967633333333,63,2.4277,4.83638,5.80419,126.73027,90.11130000000001,120.03384999999999,6.0
2813,C-157693-2980-29,-154.3115465,12,2.4813399999999994,4.220070000000001,3.68946,104.81458000000002,70.32541,89.96778,6.0
2814,C-96709-3568-18,-154.3104475,12,2.48193,3.68726,4.89652,66.838,59.52296,70.35292999999999,6.0
2815,C-134158-3120-34,-154.28265375,8,2.4565999999999995,3.6637200000000005,6.39227,105.23203,89.99428,70.37742,8.0
2816,C-41306-4542-37,-154.255398,8,3.27404,3.27828,5.97447,76.58317,103.40852,81.11123,10.0
2817,C-113078-2193-22,-154.28392,1,2.45666,3.6630700000000003,6.46582,98.74943,79.02554,70.36279,8.0
2818,C-9626-8169-26,-154.5478275,227,2.48851,4.97559,5.56125,47.82126000000001,63.383630000000004,59.94570000000001,8.0
2819,C-157670-1845-21,-154.11820214285714,1,3.44968,3.3727399999999994,8.05549,96.54601000000001,108.90405,88.26262999999999,14.0
2820,C-72730-1850-19,-154.5506065,227,2.4865599999999994,4.30581,4.30708,99.61872,125.25187000000001,106.7612,6.0
2821,C-40128-4097-33,-154.16295633333334,5,2.46296,3.3911,5.84335,84.79833,114.95933,111.23480000000002,6.0
2822,C-53832-8784-26,-154.21842571428573,1,2.44464,4.903999999999999,9.48314,111.61734000000001,89.98404000000001,60.06252,14.0
2823,C-13925-8845-13,-154.2605285,12,2.46984,5.18276,3.23541,89.42183,112.40492,90.01089,6.0
2824,C-152583-4955-6,-154.089968,1,3.3075,3.9163299999999994,5.27336,74.96357,97.34929,73.71891,10.0
2825,C-157689-1881-30,-154.25402300000002,1,3.64455,2.4425699999999995,9.02199,97.75926,108.34165,109.61937,10.0
2826,C-189732-2937-13,-154.123288,1,2.4632800000000006,4.448489999999999,6.83117,100.96993,117.85202,95.86055,10.0
2827,C-170886-315-10,-154.36885875,2,2.48501,4.08691,4.67797,83.30867999999998,105.44102,90.01319999999998,8.0
2828,C-102883-8617-31,-154.1828575,2,2.46609,3.3095,6.52497,101.34700000000001,82.58802,76.21469,8.0
2829,C-127283-6070-34,-154.0945281818182,1,2.45422,7.98624,9.49752,131.24790000000002,95.43010999999998,94.00232,22.0
2830,C-107719-7757-41,-154.0798825,1,2.52458,4.448879999999999,4.36976,73.85791,85.81429,80.87429,8.0
2831,C-13904-4247-39,-154.201627,2,5.04816,4.11339,5.53222,58.93029,47.49508,74.2084,10.0
2832,C-107721-8342-51,-154.4523425,12,2.4270900000000006,4.70683,8.43811,128.10213,87.98830999999998,122.38151000000002,8.0
2833,C-152579-4602-50,-154.20344,12,2.46683,3.51491,8.92121,53.75460000000001,75.5493,65.02296,10.0
2834,C-57156-2568-48,-154.44071,2,2.43082,5.79699,4.8552,102.88529,120.14883999999999,88.77014,8.0
2835,C-9614-2905-48,-154.09527,1,3.3683,3.4670500000000004,6.55588,98.32345,81.73765999999999,92.20229000000002,12.0
2836,C-170352-5915-36,-154.315164,40,2.42592,4.87168,4.22138,89.29968,89.99282,119.88789000000001,6.0
2837,C-113050-8539-47,-154.18517125,10,2.62235,2.47124,7.68545,90.00653000000001,91.90401,90.10774000000002,8.0
2838,C-170370-9311-42,-154.201344,2,2.45007,5.43392,5.76844,112.5129,115.13012,90.00771999999999,10.0
2839,C-170374-5689-25,-154.27735785714285,2,2.4867799999999995,6.21184,5.72427,113.19672999999999,89.98113,78.44174,14.0
2840,C-102915-7408-44,-154.23087625,1,2.44205,4.18927,6.5577,109.46101,100.66483000000001,90.03258,8.0
2841,C-102871-6259-31,-154.1879725,14,3.26468,3.42598,4.74006,65.36583,90.01239,90.04720000000002,8.0
2842,C-142803-3273-52,-154.19659375,8,2.4497199999999997,3.3659299999999996,7.72279,105.34227,89.99407,111.28656,8.0
2843,C-145317-4010-20,-154.20337833333335,1,2.4626,4.26909,6.6099,101.48402,79.23745,89.98783,12.0
2844,C-102879-3098-15,-154.36264375,2,2.48412,4.67514,4.08559,83.31715,89.99789,105.32674,8.0
2845,C-22169-846-37,-154.08379666666667,1,4.4997,4.56016,6.42495,94.40475,85.67556,94.54491,18.0
2846,C-192684-7302-3,-154.13771444444444,1,2.4607000000000006,5.705960000000001,8.56747,89.71497000000001,81.74516,64.44650000000001,18.0
2847,C-47640-4572-12,-154.14810125,1,3.1635,6.63158,7.4259,104.42883,108.95072999999998,116.54396000000001,16.0
2848,C-176665-1085-4,-154.07353733333335,2,2.54519,2.45047,6.96506,68.96246,102.70584,94.47529,6.0
2849,C-106846-6379-58,-154.0803375,12,2.4938299999999995,3.41833,7.16287,117.68918,80.11731,111.32887,8.0
2850,C-141061-9666-36,-154.103216,2,3.38236,3.6312099999999994,3.88833,109.63642,97.23124,98.80408,6.0
2851,C-80172-9169-2,-154.09992625,2,2.52316,4.45638,4.81133,105.79056,116.79696,82.41049,8.0
2852,C-148223-6845-48,-154.19508125,8,2.45431,3.34014,7.43769,96.83569,80.51611,111.64370000000001,8.0
2853,C-134185-1570-30,-154.12499375,6,2.53302,3.7670900000000005,5.05308,90.18822,89.93273,90.02430000000001,8.0
2854,C-170350-1491-46,-154.12019616666666,2,2.89193,3.63568,4.81714,112.13133,91.52214,109.54268,6.0
2855,C-13919-5282-31,-154.31094116666665,2,2.48142,3.68913,4.21757,104.75273,90.01785,109.65849000000001,6.0
2856,C-40142-1323-38,-154.23279357142857,1,2.4557,3.77936,11.54643,70.58146,83.79245,108.91764,14.0
2857,C-184031-5230-20,-154.12813583333337,2,2.72975,5.264669999999999,4.15698,119.97943999999998,120.20251,65.41098999999998,6.0
2858,C-53814-5771-26,-154.45461666666668,2,2.43012,3.15786,5.78706,86.48266,97.24274,80.87747,6.0
2859,C-170374-5689-29,-154.25713833333333,12,3.23382,2.46965,5.18445,90.01236,90.71962,67.57277,6.0
2860,C-76016-983-51,-154.11130375,1,2.5241,4.20635,4.9869,82.59299000000001,108.62327,107.05069,8.0
2861,C-177224-1603-40,-154.46749,12,2.4322000000000004,4.63043,5.84986,112.80374,78.78579,106.46515999999998,8.0
2862,C-53804-8031-19,-154.5291,8,2.47848,2.4779300000000006,6.31279,78.67388,78.67739,59.98557000000001,6.0
2863,C-130532-5775-32,-154.31009783333334,2,2.48102,3.68833,4.21877,75.14866,90.02582,70.36171,6.0
2864,C-172955-2457-6,-154.230491,1,2.44531,3.35432,9.44276,82.51617000000002,82.52745999999999,68.58980999999999,10.0
2865,C-170869-294-27,-154.21083625,2,4.67809,4.31063,4.66594,93.28776,103.68720000000002,136.90955,8.0
2866,C-189703-1540-40,-154.4327125,12,2.42835,3.03874,5.89306,94.39369,102.19401,89.53471,6.0
2867,C-176639-8613-35,-154.072323,2,4.21199,2.6184099999999995,6.51801,58.49092,75.34714,89.52307,10.0
2868,C-34611-1398-5,-154.44155375,12,2.43056,5.57037,4.20173,87.90743,90.01447,88.42175,8.0
2869,C-57140-5474-11,-154.30928583333335,1,2.48095,4.84162,7.37834,57.367529999999995,70.34174,75.17369,12.0
2870,C-145305-3527-52,-154.4446775,63,2.43165,6.002340000000001,4.20125,71.24365000000002,89.99552,100.66812,8.0
2871,C-96696-5300-8,-154.089708,1,3.6813800000000003,4.860059999999999,4.8616,79.3342,76.94078,57.89879999999999,10.0
2872,C-157674-4910-34,-154.25493616666668,12,2.47264,3.23497,6.09932,58.21275000000001,78.25087,67.44619,6.0
2873,C-152569-5742-33,-154.398512,12,3.10828,5.66528,4.71734,50.33595,60.870889999999996,41.09786999999999,6.0
2874,C-136208-4716-38,-154.13427966666666,1,2.4679800000000003,3.3775899999999996,5.74881,78.60036,64.81469,67.94368,6.0
2875,C-9601-1359-26,-154.5338275,63,2.47494,4.29226,4.81393,63.39262,74.93643,89.62295,8.0
2876,C-141051-6029-33,-154.45872116666666,12,2.432,3.18821,6.41462,69.84652,79.09174,69.00514,6.0
2877,C-189738-7344-1,-154.2992705,63,2.42669,4.22453,4.22882,93.62672,90.02538,90.07309,6.0
2878,C-126181-8319-10,-154.284727,63,2.47533,4.24805,4.24932,51.94820000000001,90.03094,89.97144000000002,6.0
2879,C-73657-5503-23,-154.44110125,2,3.04099,4.21067,4.85496,90.12436,107.24257000000001,74.83846,8.0
2880,C-72742-3701-9,-154.15551100000002,51,2.48204,4.57918,3.73922,89.97605000000001,89.99496,57.179959999999994,6.0
2881,C-136223-1797-4,-154.30910566666668,5,2.4813,3.68819,4.21722,75.0858,90.05618,109.62519,6.0
2882,C-130503-1906-10,-154.2066745,12,3.27646,3.2684399999999996,3.63515,75.44362,75.37827,80.78443000000001,6.0
2883,C-96686-8751-25,-154.15605266666668,12,2.46089,3.3959999999999995,6.03671,109.54010999999998,101.77408,111.23956000000001,6.0
2884,C-176637-1600-42,-154.067217,1,2.71578,6.827259999999999,5.60707,41.80272000000001,82.23269000000002,74.49499000000002,10.0
2885,C-194771-8449-41,-154.07719454545455,1,2.45261,7.413859999999999,9.06936,71.26803,77.16121,87.74591000000001,22.0
2886,C-177254-1749-11,-154.2225525,1,2.44265,4.19818,6.50122,70.8221,79.19783,89.93987000000001,8.0
2887,C-136241-2721-17,-154.125382,1,2.44222,4.04697,6.8703,65.83762,66.07645,78.05999000000001,10.0
2888,C-157681-4063-31,-154.4590025,1,2.42973,2.42959,8.46884,81.28734,82.93415,59.99201,6.0
2889,C-176639-8613-50,-154.15989716666667,5,2.4654,3.38157,6.27744,56.78482,78.63584000000002,68.60657,6.0
2890,C-47662-4096-32,-154.40417125,65,2.47574,5.39382,4.18436,112.85048,89.99499,117.32659000000001,8.0
2891,C-152577-7771-5,-154.52929916666668,5,2.4782600000000006,2.47781,6.3121,101.30509,78.69138,120.00575999999998,6.0
2892,C-72744-8833-37,-154.462298,1,2.43169,4.67416,6.69094,99.39299,83.42015,102.30707000000001,10.0
2893,C-157719-2936-31,-154.13567714285713,1,3.67193,4.776039999999999,6.04269,94.8325,113.93679,108.11665,14.0
2894,C-13893-8599-2,-154.52666166666668,12,2.4773999999999994,2.478,6.31113,101.31525,101.32328000000001,59.984330000000014,6.0
2895,C-157689-1881-42,-154.248334,6,2.5233200000000005,4.96906,4.66587,83.86814000000001,90.06644,89.91673,10.0
2896,C-34625-2118-5,-154.131585625,1,3.33924,3.3652099999999994,9.54938,75.95978,103.23270999999998,83.88493,16.0
2897,C-193924-4401-6,-154.26808285714287,12,4.22298,4.937989999999999,4.87189,119.60844,90.03099,89.57005999999998,14.0
2898,C-34600-2154-42,-154.55219625,227,3.5182799999999994,3.51762,4.30625,114.08889,114.10333,90.01968999999998,8.0
2899,C-152583-4955-12,-154.322225,11,2.48576,3.95309,5.93897,104.51631,90.0177,90.00968,10.0
2900,C-148219-4273-14,-154.18802125,12,3.32303,4.41661,4.3385,90.05432,89.52011000000002,131.69986,8.0
2901,C-57120-3338-52,-154.07966875,6,3.6023,3.5926899999999997,4.2058,89.95082000000001,89.96651000000001,84.22528,8.0
2902,C-152603-7618-25,-154.25089616666665,12,2.47106,3.2267999999999994,5.74469,80.0718,115.46633000000001,112.62932,6.0
2903,C-134169-158-49,-154.1690825,1,2.43651,6.482010000000002,6.76324,78.50329,122.80136,100.89293999999998,12.0
2904,C-145300-1207-13,-154.35989375,10,2.48757,5.84596,4.7613,51.29211999999999,58.48017000000001,64.81852000000003,8.0
2905,C-130507-2037-7,-154.226028,2,2.76671,4.84241,6.68727,108.60331,116.51612999999999,96.08232000000001,10.0
2906,C-90809-799-40,-154.544085,227,2.48824,4.304529999999999,4.97322,73.17217,120.05237,106.82145,8.0
2907,C-102901-5226-39,-154.067995,1,2.41134,3.6071399999999993,7.13585,93.80966,70.28098,70.02389,8.0
2908,C-92124-4005-32,-154.130784,8,2.47249,3.40819,9.34349,66.18777,74.61904,68.73294999999999,10.0
2909,C-80160-4880-57,-154.36391375,8,2.48501,4.78165,4.67721,87.77238,74.58862,58.66536000000001,8.0
2910,C-127279-4747-45,-154.1590755,1,2.50304,4.73711,10.61055,78.08296,79.60145,74.3132,20.0
2911,C-152581-906-8,-154.118561,1,3.35189,5.022659999999999,4.02497,64.80562000000002,71.57172,87.64529000000002,10.0
2912,C-76044-1310-21,-154.22336583333333,1,2.44118,6.23789,6.25571,122.35216,101.33194000000002,89.94793,12.0
2913,C-34606-3915-5,-154.10080375,1,3.2627599999999997,3.7611700000000003,4.75675,93.50529,91.51228,85.20108,8.0
2914,C-142748-3187-28,-154.5198625,194,2.47374,4.80328,4.80268,127.07184000000001,75.07122000000001,104.92724,8.0
2915,C-72748-2386-45,-154.45766866666665,2,2.43057,3.2508,5.57657,89.30628,78.96573,92.68807000000001,6.0
2916,C-142777-6074-53,-154.3584225,10,2.4866300000000003,5.306,5.29427,126.6556,90.09292000000002,117.81347000000001,8.0
2917,C-92150-2826-8,-154.44224,2,3.4588900000000002,4.18052,5.64513,99.92113,86.1594,114.01629,10.0
2918,C-72710-1910-13,-154.099392,8,2.5618299999999996,3.7868799999999996,6.95012,74.25638,98.69523,89.84691,10.0
2919,C-96694-8817-23,-154.15470633333334,2,3.36557,4.845179999999999,5.26279,90.81750000000001,88.71083,151.66754999999998,6.0
2920,C-56487-1364-41,-154.28260375,8,2.45679,3.6634800000000003,6.40897,105.51692,90.02518,70.38453,8.0
2921,C-145298-5550-5,-154.18789625,1,2.45561,3.3516600000000003,8.98318,53.61601,81.99381,68.37049,8.0
2922,C-53812-2634-13,-154.30983183333333,5,2.48124,3.6878199999999994,4.21912,75.09138,89.96479000000001,70.36933,6.0
2923,C-56497-2641-9,-154.36690125,10,2.48616,4.76153,5.31412,87.8662,62.07195000000001,58.50817000000001,8.0
2924,C-96711-312-14,-154.15412933333332,51,2.48227,4.57997,5.91243,39.18563,65.16002,57.159180000000006,6.0
2925,C-142759-6873-37,-154.12727,8,2.47874,3.68389,5.81873,83.22366,77.77437,90.10595,8.0
2926,C-126145-2991-28,-154.4611815,1,2.43013,2.4298499999999996,8.54233,81.50520000000002,91.47794,59.98657999999998,6.0
2927,C-141071-4819-30,-154.140538,2,3.88262,4.306010000000001,4.72491,102.06914000000002,88.72587,75.07103,10.0
2928,C-148280-4021-47,-154.52148125,194,2.4740400000000005,4.11755,4.2805,90.01697,89.99476000000001,90.02495,8.0
2929,C-96694-8817-52,-154.5262775,5,2.47781,2.47815,6.31069,90.00068,101.32042,59.96180000000001,6.0
2930,C-142759-6873-35,-154.28848625,12,2.45667,3.6641799999999995,6.46938,98.87395,100.9447,109.58868000000001,8.0
2931,C-149310-4812-64,-154.098026,1,2.44013,8.97958,7.34146,63.35168,65.63149,75.7318,20.0
2932,C-172937-7452-42,-154.16380616666666,51,2.48248,3.84394,3.74736,90.04109,90.01116,90.00556,6.0
2933,C-134160-6134-28,-154.08746666666667,1,3.34646,5.92239,4.6604,114.95648,91.13394000000001,108.5115,12.0
2934,C-106831-9469-46,-154.09156916666666,1,3.29557,4.864,5.79305,64.96475,83.01216999999998,87.00065000000001,12.0
2935,C-92111-7590-25,-154.54028966666667,227,2.48739,2.4870999999999994,6.57669,100.88338999999999,67.77676,120.00178000000001,6.0
2936,C-73637-6506-3,-154.22335375,2,2.48446,3.82392,5.78593,73.89418,115.49620000000002,108.96389999999998,8.0
2937,C-9592-5537-1,-154.157395,1,2.49212,6.53435,6.46189,59.92718,84.73684,88.11067000000001,16.0
2938,C-53804-8031-5,-154.41094116666667,179,3.51775,3.51781,3.31904,89.99732999999999,90.01687,120.04893000000001,6.0
2939,C-53814-5771-1,-154.200604,1,3.33299,4.881500000000001,4.79808,101.1147,106.26609999999998,82.30615999999999,10.0
2940,C-193936-350-30,-154.06897183333334,2,2.54747,2.43854,6.53815,89.02214000000001,103.06185,90.98291,6.0
2941,C-102862-9284-12,-154.2740625,8,2.43384,4.16876,6.48551,98.25656,100.79576,89.96846,8.0
2942,C-13925-8845-21,-154.53985033333333,227,2.48718,2.48753,6.57601,100.90847,79.09176999999998,59.97893,6.0
2943,C-13677-4233-61,-154.07891,1,3.32081,3.78528,3.91982,91.96246,74.17784,84.11874999999999,8.0
2944,C-56485-2380-46,-154.06803083333332,1,2.49702,6.24455,5.82538,112.58114000000002,102.41729,90.04589,12.0
2945,C-80164-8806-1,-154.229084375,1,2.4475,7.53839,6.12201,93.535,101.77569000000001,89.94668000000001,16.0
2946,C-193909-3159-6,-154.234149,12,2.48437,3.92611,6.87794,66.1607,89.99712,108.43283,10.0
2947,C-136243-305-41,-154.296143,40,2.42633,4.22567,4.22237,92.90587,89.95294000000001,89.98296000000002,6.0
2948,C-41266-1576-10,-154.16134,2,3.3419999999999996,4.2602,6.83963,133.33613,66.01636,122.03232999999999,10.0
2949,C-56510-2784-3,-154.14760375,1,3.3366299999999995,3.3175600000000003,4.68035,89.78622,69.11491,89.99741,8.0
2950,C-189748-4840-42,-154.158245,1,3.39279,2.45979,5.30908,90.08700999999999,95.34926,110.94277,6.0
2951,C-56489-4783-43,-154.23228833333334,6,2.43784,4.2003,8.43826,98.70421,90.00367000000001,90.0015,12.0
2952,C-41264-888-25,-154.4672505,2,3.11432,2.43122,6.32349,89.77674000000002,77.63709,112.52138,6.0
2953,C-80186-3462-40,-154.3977375,10,2.48584,4.14601,6.67763,101.38759999999999,90.00612000000001,90.00111000000001,12.0
2954,C-34613-7933-33,-154.13513625,8,2.46523,3.3651199999999997,6.40656,119.30254000000001,95.28344,101.04218000000002,8.0
2955,C-106877-349-16,-154.13708583333332,1,3.2302599999999995,4.66142,5.62977,100.15935,93.50041,107.51004000000002,12.0
2956,C-193920-1389-45,-154.23095133333334,44,2.51304,4.189,4.11162,60.600720000000024,90.00357,72.38889999999999,6.0
2957,C-145298-5550-49,-154.07616,6,3.19215,5.895849999999999,3.74509,88.35928000000001,88.50237999999999,55.2257,8.0
2958,C-189705-3285-41,-154.45399849999998,12,2.43173,4.1128,4.52106,95.96027,74.10138,89.85137000000002,6.0
2959,C-76018-5190-7,-154.33077375,12,3.39831,3.39891,4.11493,78.51529,101.46585999999999,86.11502,8.0
2960,C-176644-8612-50,-154.46363766666667,8,2.43185,4.60359,4.04153,95.77665,89.92711,74.44172000000002,6.0
2961,C-113030-1519-20,-154.08492875,2,4.20592,4.459430000000001,4.28102,68.67435,119.62877999999999,129.54702,8.0
2962,C-76006-9814-58,-154.3664475,10,2.48785,4.062660000000001,5.3135,75.90096,62.08229,89.99249,8.0
2963,C-9606-4988-40,-154.20458,1,2.43267,5.407239999999999,6.36692,88.56350000000002,100.89048000000001,90.00940000000001,12.0
2964,C-126189-1477-45,-154.203847,1,3.23267,4.10902,5.52576,92.02072,87.49730000000001,99.16192,10.0
2965,C-41278-5784-17,-154.069682,1,2.46315,4.21904,6.07021,98.42969,113.56430999999999,89.31006000000001,10.0
2966,C-40114-7976-18,-154.22396,1,2.44653,4.58616,6.15628,97.46691,78.4651,105.63587,10.0
2967,C-113054-2060-41,-154.4583525,12,2.43123,3.2635500000000004,8.04781,107.07577000000002,101.73089,97.10343999999999,8.0
2968,C-136255-5449-2,-154.2059225,12,3.2737999999999996,3.2753799999999997,3.63118,75.48035,75.53534,80.80237,6.0
2969,C-96686-8751-38,-154.26103333333333,8,2.46946,3.23585,5.18732,90.1933,90.00253999999998,112.48307000000001,6.0
2970,C-126163-8054-42,-154.3089975,2,2.48057,3.6869299999999994,4.21924,75.16962,89.88579,70.42786,6.0
2971,C-141031-4766-12,-154.54668816666666,227,2.48749,3.51729,4.30473,114.09146,106.78789,90.01677000000001,6.0
2972,C-172933-8739-38,-154.440868,1,2.42912,3.0129700000000006,6.41069,76.21641,100.76846,81.24186,6.0
2973,C-170904-2880-12,-154.44738416666667,12,2.4306199999999993,5.65596,7.01046,73.25439,69.5368,90.04359,12.0
2974,C-28213-8691-25,-154.15647483333333,51,2.48175,3.7440899999999995,3.84293,89.94655,89.97692,90.00194000000002,6.0
2975,C-28240-2315-3,-154.25430642857145,1,4.65337,6.079230000000001,5.00736,102.76229,123.74712,103.39087,14.0
2976,C-57109-5472-23,-154.11214125,2,3.46177,4.61903,3.4558,92.62991000000001,94.67901,68.42184,8.0
2977,C-106899-908-45,-154.453785,1,2.4317,4.203479999999999,8.5323,84.49001999999999,81.68302,90.01119999999999,12.0
2978,C-90841-9811-58,-154.3675075,2,2.48475,4.08647,4.67957,83.3471,74.61225,89.99912,8.0
2979,C-145325-7931-4,-154.39057125,2,2.42707,4.21137,6.00907,107.67411999999999,94.44922,103.37024999999998,8.0
2980,C-126165-3752-10,-154.23244433333335,71,2.51384,4.11094,4.18724,119.37410000000001,107.50256,90.06156,6.0
2981,C-90849-4956-5,-154.54624625,227,2.48784,4.30474,4.30387,99.58989,90.02121,106.77708,8.0
2982,C-176644-8612-4,-154.406893,4,2.48336,4.26681,6.56623,115.51857000000001,112.27533999999999,89.98115,10.0
2983,C-194801-7115-28,-154.09301222222223,1,2.48149,6.553350000000001,7.10079,113.91337000000001,97.96976,83.26552,18.0
2984,C-53812-2634-25,-154.15884883333334,12,2.46029,3.39775,6.02979,70.64999,101.74430000000001,68.71070000000002,6.0
2985,C-130505-1819-38,-154.18477,1,2.42831,5.46235,5.36907,106.78033,90.28324,75.11291,10.0
2986,C-189703-1540-28,-154.202803,11,2.4494700000000003,6.22816,5.22676,117.96678999999999,89.98868,113.1736,10.0
2987,C-184044-1943-33,-154.39556133333335,20,3.31634,3.51304,3.51937,120.23313,90.06083,90.09809999999999,6.0
2988,C-152573-9805-36,-154.114092,1,4.04725,4.31256,4.61023,106.42192,90.74675,109.08708999999999,10.0
2989,C-72710-1910-20,-154.14471799999998,1,2.51278,3.82612,6.27105,73.0706,82.94511,83.21085999999998,10.0
2990,C-176656-6648-28,-154.14648566666668,8,2.46886,3.37286,6.10817,121.55397000000002,78.38352000000002,111.44792,6.0
2991,C-148260-6843-16,-154.109800625,1,2.45822,7.03448,5.78851,76.19922000000001,88.12812,72.67826,16.0
2992,C-80166-8785-35,-154.16321,2,2.45458,4.19544,5.5238,61.454480000000004,102.87758,90.02651,8.0
2993,C-96678-2884-30,-154.3061053333333,12,2.4811,3.6867600000000005,4.2118,104.60161000000001,89.97603,70.41616,6.0
2994,C-102783-2912-60,-154.10812611111112,1,3.5988399999999996,4.748619999999999,6.85217,80.20393,93.92483999999999,110.38065,18.0
2995,C-47674-9528-8,-154.44516875,12,4.20845,3.3221599999999993,4.85473,77.30008,89.91922000000001,62.66205,8.0
2996,C-9626-8169-46,-154.25663416666666,1,2.4537100000000005,4.77523,6.16793,96.16836000000002,89.96442,104.96619,12.0
2997,C-27811-15-35,-154.0695381818182,1,5.05031,4.60405,6.28455,95.53689000000001,100.32959000000001,105.11751000000001,22.0
2998,C-102873-2379-38,-154.188785,4,3.26687,3.42468,4.73955,114.61923,89.98736,90.17194000000002,8.0
2999,C-96694-8817-15,-154.15531900000002,2,3.58938,4.43675,4.69439,57.49155999999999,70.54642,73.25609000000001,10.0
3000,C-157687-9066-18,-154.130305,2,2.52129,4.70025,5.41228,79.22276,70.60399,73.19238,10.0
3001,C-189694-8518-30,-154.31698333333333,63,2.42656,4.2238,4.87453,88.76896,60.10524000000001,89.99629,6.0
3002,C-134171-9685-62,-154.2416475,10,2.49967,4.26067,5.15009,118.95110000000001,90.00970000000001,89.99742,8.0
3003,C-130561-7361-21,-154.174301,12,2.44326,7.32103,6.30792,115.57705,89.99255000000001,120.04581,10.0
3004,C-126153-9712-12,-154.31110216666667,2,2.48183,3.6878700000000006,4.21839,75.10968,90.01314,70.34806999999999,6.0
3005,C-142785-5183-33,-154.45715125,2,2.4318,4.20319,5.60547,89.50445,89.5433,90.15164,8.0
3006,C-53832-8784-19,-154.550487,227,2.4879600000000006,4.306609999999999,5.56238,82.58443,102.93392,73.18896,10.0
3007,C-41300-4225-2,-154.31110800000002,2,2.48113,3.68905,4.84312,122.61547999999999,104.76185,70.36004000000001,6.0
3008,C-53812-2634-46,-154.29199483333335,63,2.47583,3.723430000000001,4.24678,63.98373000000002,90.00491,90.01457,6.0
3009,C-91024-9777-2,-154.0756465,1,2.48637,5.664529999999999,9.3467,117.08475,95.47631000000001,84.13617,20.0
3010,C-170352-5915-44,-154.1569675,1,3.3746300000000002,2.46102,6.09418,78.54843,60.16563,69.17989000000003,6.0
3011,C-13685-851-50,-154.19127,14,3.4259699999999995,3.26697,4.73885,90.00011,65.36191000000001,89.93944999999998,8.0
3012,C-152569-5742-40,-154.5274735,166,2.47807,2.47767,6.31159,78.6806,78.67996,59.985059999999976,6.0
3013,C-96705-9216-11,-154.14506216666666,2,3.51005,3.86951,3.62938,108.78164,99.29663,98.52568,6.0
3014,C-148238-9656-19,-154.29911333333334,5,2.46833,4.26067,6.94386,66.37437999999999,79.7669,89.99285000000002,12.0
3015,C-96682-5217-10,-154.29271214285714,1,3.80829,3.83624,7.34656,92.72484,99.42136000000002,101.73055000000001,14.0
3016,C-148236-3608-47,-154.17198,2,2.45188,5.09151,8.05012,122.328,98.77061,89.97943000000001,12.0
3017,C-76026-3583-16,-154.16865625,1,3.43272,4.05285,4.50663,95.63754,70.57241000000002,103.27276,8.0
3018,C-177228-7508-40,-154.2436975,9,2.48152,5.574540000000001,3.66603,70.70911,90.00406,77.12950000000001,8.0
3019,C-126157-7089-46,-154.54043366666667,227,2.48749,2.48707,5.55776,77.0492,77.04915,89.95932,6.0
3020,C-145315-3954-32,-154.46857916666667,12,2.43267,3.85977,9.5696,84.61251,75.27548,89.87263,12.0
3021,C-92134-5968-25,-154.55040566666665,227,2.4881999999999995,4.30461,3.51676,114.10010000000001,90.02308,106.78387,6.0
3022,C-189720-7233-38,-154.54734666666667,227,2.48792,4.30474,4.30491,48.19331,73.20163,73.21142,6.0
3023,C-96663-8819-42,-154.43888383333334,12,2.42808,3.6856,6.08442,56.013130000000004,93.6072,83.37348,6.0
3024,C-134169-158-58,-154.14643583333333,2,4.82614,4.1554899999999995,5.07778,76.62721,79.65206,63.81691000000001,12.0
3025,C-47646-615-43,-154.147605,1,3.70441,2.48526,8.71079,98.18970000000002,72.51067,109.68537000000002,12.0
